Pâtes,2.14,0.00214
Pavot,1.83,0.00183
Pêche,0.6,0.0006
Perche,5.13,0.00513
Persil,1.08,0.00108
Pesto,2.56,0.00256
Petit pois,0.67,0.00067
Pétoncle,9.65,0.00965
Pigeon,9.32,0.00932
Pignon de pin,4.16,0.00416
Piment,1.18,0.00118
Pintade,6.97,0.00697
Pissenlit,0.94,0.00094
Pistache,7.26,0.00726
Poire,0.36,0.00036
Poireau,0.77,0.00077
Pois chiche,0.43,0.00043
Pois gourmands,1.47,0.00147
Poivre,8.15,0.00815
Poivron,1.18,0.00118
Pomelo,0.87,0.00087
Pomme,0.4,0.0004
Pomme de terre,0.37,0.00037
Porc,10.14,0.01014
Potimarron,0.59,0.00059
Potiron,0.62,0.00062
Poulet,5.52,0.00552
Prune,0.96,0.00096
Pruneau,2.85,0.00285
Quatre épices,8.15,0.00815
Quinoa,6.02,0.00602
Radis,0.6,0.0006
Radis noir,0.6,0.0006
Raie,10.81,0.01081
Raifort,0.67,0.00067
Raisin,0.46,0.00046
Ras el-hanout,8.15,0.00815
Reblochon,5.13,0.00513
Rhubarbe,0.72,0.00072
Ricotta,5.18,0.00518
Riz,2.75,0.00275
Rocamadour,6.02,0.00602
Rognons de veau,17.75,0.01775
Romarin,0.81,0.00081
Roquefort,5.97,0.00597
Roquette,0.94,0.00094
Rouget,6.71,0.00671
Roussette,10.81,0.01081
Rutabaga,0.46,0.00046
Safran,8.15,0.00815
Saint-Jacques,9.68,0.00968
Saint-marcellin,4.69,0.00469
Saint-nectaire,5.38,0.00538
Saint-pierre,10.81,0.01081
Salade de mesclun,1.1,0.0011
Salade frisée,0.63,0.00063
Salicorne,1.17,0.00117
Salsifis,0.46,0.00046
Sardine,1.93,0.00193
Sarrasin,1.15,0.00115
Sarriette,1.55,0.00155
Sauce soja,0.75,0.00075
Saucisse ,5.99,0.00599
Saucisse cocktail,12.59,0.01259
Saucisse de morteau,7.86,0.00786
Saucisse de porc,5.1,0.0051
Saucisse de toulouse,15.7,0.0157
Saucisson,5.93,0.00593
Sauge,0.81,0.00081
Saumon,5.77,0.00577
Saumon fumé,7.99,0.00799
Saumonette,10.81,0.01081
Semoule,1.66,0.00166
Skyr,2.11,0.00211
Soja,1.56,0.00156
Sole,6.71,0.00671
Son d'avoine,0.65,0.00065
Sorgho,0.63,0.00063
Speck,13.9,0.0139
Spéculoos,3.18,0.00318
Spiruline,6.75,0.00675
Sucre,0.61,0.00061
Sucre de canne,1.11,0.00111
Sucre roux,1.11,0.00111
Sucre vanillé,0.61,0.00061
Sureau,0.87,0.00087
Surimi,6.61,0.00661
Tamarin,0.49,0.00049
Tapioca,0.8,0.0008
Taro,0.63,0.00063
Tête de veau,23.47,0.02347
Thon,4.39,0.00439
Thym,0.81,0.00081
Tofu,0.66,0.00066
Tofu fumé,1.53,0.00153
Tomate,0.58,0.00058
Tomme,5.66,0.00566
Topinambour,0.5,0.0005
Tortilla,1.13,0.00113
Tourteau,30.96,0.03096
Truite,5.95,0.00595
Turbot,12.59,0.01259
Vacherin,5.11,0.00511
Vanille,1.15,0.00115
Veau,18.23,0.01823
Vin,1.19,0.00119
Vin blanc,1.23,0.00123
Vin rouge,1.19,0.00119
Vinaigre,1.18,0.00118
Vinaigre balsamique,1.18,0.00118
Wakamé,6.75,0.00675
Yaourt,1.51,0.00151
Yaourt grec,2.11,0.00211
Sel,0.60,0.00600
Abricots,0.88,0.00088
Ails,0.36,0.00036
Algues,6.75,0.00675
Amandes,2.69,0.00269
Andouillettes,15.7,0.0157
Artichauts,3.88,0.00388
Asperges,1.56,0.00156
Aubergines,0.46,0.00046
Avocats,1.48,0.00148
Bagels,0.79,0.00079
Bambous,1.07,0.00107
Bananes,0.88,0.00088
Bananes plantain,0.72,0.00072
Betteraves,0.36,0.00036
Beurre de cacahuète,3.19,0.00319
Biscottes,0.95,0.00095
Biscuits,2.86,0.00286
Blettes,0.54,0.00054
Blinis,1.75,0.00175
Brioches,3.34,0.00334
Brocolis,0.9,0.0009
Burratas,5.18,0.00518
Cabécous,7.55,0.00755
Cacahuètes,4.16,0.00416
Cailles,9.32,0.00932
Calamars,5.7,0.0057
Calmars,5.7,0.0057
Camemberts,5.18,0.00518
Canards,9.57,0.00957
Cancoillottes,5.22,0.00522
Canneberges,1.54,0.00154
Cannellonis,2.14,0.00214
Caramboles,0.53,0.00053
Cardamomes,8.15,0.00815
Carottes,0.36,0.00036
Carpes,6.49,0.00649
Carrelets,13.32,0.01332
Carvis,8.15,0.00815
Céleris,0.68,0.00068
Céleris branche,0.68,0.00068
Céleris rave,0.46,0.00046
Cerfeuils,0.81,0.00081
Cerises,1.34,0.00134
Chabichous,6.82,0.00682
Champignons,0.49,0.00049
Morilles,0.49,0.00049
Chaources,4.92,0.00492
Chapons,6.97,0.00697
Chataigne,1.88,0.00188
Chataignes,1.88,0.00188
Châtaignes,1.88,0.00188
Chipolatas,4.96,0.00496
Choux,0.86,0.00086
Choux blancs,0.66,0.00066
Choux blanc,0.66,0.00066
Choux chinois,0.86,0.00086
Choux de bruxelles,0.58,0.00058
Choux frisés ,0.76,0.00076
choux kale,0.76,0.00076
Choux romanesco,0.74,0.00074
Choux rouge,0.86,0.00086
Choux-fleur,0.74,0.00074
Choux-rave,0.45,0.00045
Ciboules,0.68,0.00068
Ciboulettes,0.68,0.00068
Citrons,0.88,0.00088
Citrons vert,0.53,0.00053
Clémentines,1.22,0.00122
Clous de girofle,8.14,0.00814
Coeurs de boeuf,0.7,0.0007
Coeurs de palmier,1.64,0.00164
Coings,0.54,0.00054
Concombres,0.47,0.00047
Congres,10.81,0.01081
Coppas,17.45,0.01745
Coquilles Saint-Jacques,9.68,0.00968
Côte de boeuf,27.25,0.02725
Courges,0.62,0.00062
Courges butternut,0.62,0.00062
Courges spaghettis,0.62,0.00062
Courgettes,0.48,0.00048
Cressons,0.94,0.00094
Crevettes,21.79,0.02179
Crosnes,0.66,0.00066
Croûton,0.99,0.00099
Croutons,0.99,0.00099
Crozet,2.14,0.00214
Dattes,2.76,0.00276
Dindes,6.82,0.00682
Dorades,6.71,0.00671
Echalote,0.36,0.00036
Echalotes,0.36,0.00036
Échalotes,0.36,0.00036
Encornets,5.7,0.0057
Endives,0.94,0.00094
Épaules d'agneau,32.1,0.0321
Epinards,0.39,0.00039
Épinards,0.39,0.00039
Fenouils,0.96,0.00096
Fèves,0.42,0.00042
Figues,0.61,0.00061
Figues de barbarie,0.36,0.00036
Filets mignon de porc,10.14,0.01014
Flageolets,0.42,0.00042
Flétans,4.24,0.00424
Flocons d'avoine,1.15,0.00115
Fraises,0.48,0.00048
Framboises,1.48,0.00148
Fromages à raclette,5.86,0.00586
Fruits de la passion,0.89,0.00089
Gésiers,1.84,0.00184
Goyaves,1.12,0.00112
Graines de chia,3.5,0.0035
Graine de lin,3.59,0.00359
Graine de tournesol,3.25,0.00325
Grenades,0.49,0.00049
Groseilles,1.79,0.00179
Gruyères,6.19,0.00619
Haricots blancs,0.25,0.00025
Haricots rouges,0.42,0.00042
Haricots verts,0.85,0.00085
Herbe de Provence,1.56,0.00156
Homards,38.33,0.03833
Huîtres,4.91,0.00491
Kakis,0.9,0.0009
Kiwis,0.98,0.00098
Knackies,12.59,0.01259
Kumquats,0.54,0.00054
Lait concentré sucré,2.51,0.00251
Lait d'amandes,0.37,0.00037
Lait de noisettes,0.54,0.00054
Laitues,0.94,0.00094
Langoustines,24.17,0.02417
Lapins,6.97,0.00697
Lardons,6.22,0.00622
Lauriers,0.85,0.00085
Lentilles,0.4,0.0004
Lentilles corail,0.4,0.0004
Lièvres,6.97,0.00697
Limandes,10.81,0.01081
Litchis,0.53,0.00053
Livarots,5.29,0.00529
Lottes,10.81,0.01081
Lupins,1.17,0.00117
Mâches,0.94,0.00094
Magrets de canard,9.57,0.00957
Mandarines,0.42,0.00042
Mangues,10.6,0.0106
Maniocs,0.86,0.00086
Maquereaux,2.25,0.00225
Marrons,1.48,0.00148
Melons,0.93,0.00093
Meringues,1.79,0.00179
Moules,4.94,0.00494
Mure,1.21,0.00121
Mures,1.21,0.00121
Mûres,1.21,0.00121
Myrtilles,0.88,0.00088
Navets,0.36,0.00036
Nectarines,0.64,0.00064
Noisettes,4.65,0.00465
Œufs,3.17,0.00317
Oignons,0.39,0.00039
Olives,0.89,0.00089
Oranges,0.63,0.00063
Pamplemousses,0.87,0.00087
Papayes,0.86,0.00086
Pastèques,0.64,0.00064
Patates douces,0.71,0.00071
Pêches,0.6,0.0006
Petits pois,0.67,0.00067
Pignons de pin,4.16,0.00416
Pistaches,7.26,0.00726
Poires,0.36,0.00036
Poireaux,0.77,0.00077
Pois chiches,0.43,0.00043
Pois gourmand,1.47,0.00147
Poivrons,1.18,0.00118
Pomelos,0.87,0.00087
Pommes,0.4,0.0004
Pommes de terre,0.37,0.00037
Potimarrons,0.59,0.00059
Potirons,0.62,0.00062
Prunes,0.96,0.00096
Pruneaux,2.85,0.00285
Raisins,0.46,0.00046
Saucisses,5.99,0.00599
Saucisses cocktail,12.59,0.01259
Saucisses de morteau,7.86,0.00786
Saucisses de porc,5.1,0.0051
Saucisses de toulouse,15.7,0.0157
Saucissons,5.93,0.00593
Surimis,6.61,0.00661
Tomates,0.58,0.00058
Topinambours,0.5,0.0005
Tortillas,1.13,0.00113
Tourteaux,30.96,0.03096
Yaourts,1.51,0.00151
Yaourts grec,2.11,0.00211
Yaourt grecque,2.11,0.00211
Yaourts grecques,2.11,0.00211
